Data;Onda_Hs_m;Onda_Tp_s;Onda_Dir_graus;Vento_U_m_s;Vento_V_m_s;Vento_Vel_10m_m_s;Vento_Dir_graus;Corr_U_m_s;Corr_V_m_s;Corr_Vel_m_s;Corr_Dir_graus;Heave_Max_m;Pitch_Max_graus;Roll_Max_graus;Status_ULS;Motivo_ULS;Status_SLS_Geral;Motivo_SLS;SLS_Guindaste;SLS_Helicoptero;SLS_Barco_Apoio;SLS_ROV;SLS_Offloading;SLS_Planta
2016-11-27;2.18;12.12;130.3;-5.64;-3.68;6.73;213.1;-0.12;-0.18;0.22;237.4;0.55;0.02;0.47;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-11-28;2.31;13.63;115.0;-4.04;-4.36;5.94;227.2;-0.08;-0.18;0.2;245.2;0.97;0.01;0.88;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-11-29;1.72;10.08;123.4;0.67;3.03;3.1;77.5;-0.06;0.0;0.06;177.2;0.18;0.01;0.23;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-11-30;1.95;7.36;176.3;-1.38;6.98;7.11;101.2;-0.08;0.03;0.08;161.3;0.05;0.06;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-01;1.75;9.05;167.7;-5.19;1.27;5.34;166.2;-0.08;-0.07;0.1;220.8;0.13;0.08;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-02;1.91;10.87;155.2;-5.69;-1.8;5.97;197.5;-0.1;-0.13;0.17;233.4;0.34;0.08;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-03;1.59;8.41;113.5;-5.56;-3.55;6.6;212.6;-0.12;-0.17;0.21;235.3;0.07;0.01;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-04;2.34;6.94;99.9;-1.12;-3.43;3.61;251.9;-0.0;-0.11;0.11;269.1;0.07;0.02;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-05;3.51;9.9;216.1;8.5;2.35;8.82;15.5;0.05;0.1;0.11;63.8;0.48;0.28;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2016-12-06;2.75;9.41;203.3;6.04;4.11;7.3;34.2;-0.01;0.05;0.05;98.9;0.26;0.24;0.05;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2016-12-07;1.48;9.04;176.4;-0.36;0.1;0.37;163.7;-0.06;-0.07;0.09;230.1;0.11;0.09;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-08;1.15;9.72;151.0;-3.21;-1.12;3.4;199.2;-0.06;-0.08;0.1;231.6;0.12;0.07;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-09;1.74;11.94;186.2;-2.34;1.24;2.65;152.0;-0.05;-0.01;0.05;196.4;0.38;0.1;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-10;2.32;12.4;184.0;-4.14;0.29;4.16;176.0;-0.05;-0.06;0.08;233.5;0.6;0.13;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-11;2.26;12.85;178.6;0.07;-2.7;2.71;271.5;0.04;-0.07;0.08;298.2;0.84;0.11;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-12;1.41;11.29;165.5;-1.17;2.74;2.98;113.2;-0.1;-0.02;0.1;193.7;0.32;0.07;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-13;1.57;10.87;165.3;-2.68;-0.78;2.79;196.1;-0.02;-0.07;0.07;256.5;0.28;0.09;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-14;1.42;8.49;161.7;1.14;3.37;3.56;71.4;-0.05;0.03;0.06;151.0;0.07;0.06;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-15;2.49;9.26;187.7;-1.83;7.0;7.23;104.6;-0.05;0.06;0.08;134.1;0.19;0.22;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-16;2.66;12.12;181.0;-6.71;1.11;6.8;170.6;-0.01;-0.01;0.02;220.7;0.66;0.11;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2016-12-17;2.3;10.12;130.2;-7.63;-1.44;7.76;190.7;-0.08;-0.12;0.14;236.5;0.28;0.04;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-18;2.18;8.95;99.3;-6.38;-3.3;7.18;207.3;-0.12;-0.19;0.22;238.7;0.17;0.05;0.45;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-19;2.05;8.31;78.5;-5.59;-4.78;7.35;220.6;-0.1;-0.21;0.23;244.1;0.1;0.06;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-20;1.81;7.87;68.7;-4.23;-5.09;6.62;230.2;-0.06;-0.16;0.17;249.3;0.05;0.06;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-21;1.47;7.58;68.4;-1.88;-2.38;3.04;231.7;-0.03;-0.09;0.09;249.6;0.04;0.03;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-22;1.28;7.94;78.8;-0.94;-2.07;2.28;245.6;-0.0;-0.08;0.08;267.1;0.05;0.03;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-23;1.19;8.29;83.8;-1.82;-3.05;3.55;239.2;-0.03;-0.12;0.12;253.9;0.04;0.04;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-24;1.1;7.71;67.3;0.06;-2.68;2.68;271.3;-0.02;-0.07;0.07;251.7;0.04;0.03;0.04;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-25;0.96;7.53;82.3;-0.9;1.87;2.08;115.7;-0.09;-0.02;0.09;189.8;0.03;0.02;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-26;0.95;8.17;101.3;-2.66;-1.94;3.29;216.2;-0.06;-0.13;0.14;245.3;0.05;0.01;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-27;1.29;11.12;97.5;-2.52;-3.73;4.51;235.9;-0.04;-0.16;0.17;256.1;0.23;0.03;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-28;1.2;7.72;87.2;-1.7;-0.46;1.76;195.2;-0.07;-0.08;0.11;225.7;0.05;0.02;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-29;1.2;7.85;96.5;-2.04;-0.46;2.09;192.6;-0.07;-0.07;0.1;225.7;0.05;0.02;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-30;1.19;9.52;120.5;-2.58;-1.91;3.21;216.5;-0.06;-0.14;0.15;246.8;0.12;0.0;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2016-12-31;1.31;7.23;92.7;-2.49;-3.72;4.48;236.3;-0.05;-0.16;0.16;252.0;0.04;0.02;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-01;1.56;7.93;75.3;-1.04;-4.32;4.44;256.5;-0.01;-0.12;0.12;265.3;0.06;0.06;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-02;1.36;8.14;75.4;0.84;-0.22;0.87;345.1;-0.06;-0.02;0.06;195.0;0.06;0.04;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-03;1.09;7.8;94.5;-2.4;1.65;2.91;145.5;-0.14;-0.07;0.15;205.9;0.04;0.01;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-04;1.3;10.79;126.0;-3.47;-3.64;5.03;226.3;-0.05;-0.16;0.16;252.5;0.19;0.01;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-05;1.54;8.78;93.0;-1.33;-4.48;4.68;253.5;-0.03;-0.14;0.15;258.9;0.07;0.06;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-06;1.33;7.5;84.4;0.81;0.45;0.92;29.1;-0.06;-0.02;0.06;200.8;0.05;0.03;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-07;1.49;7.7;126.5;-1.55;0.98;1.83;147.8;-0.05;-0.04;0.06;224.8;0.06;0.01;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-08;1.82;10.63;154.2;-0.87;-2.22;2.38;248.7;-0.0;-0.07;0.07;267.7;0.29;0.07;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-09;1.56;7.84;91.9;-1.93;-3.89;4.34;243.5;-0.03;-0.15;0.15;257.7;0.05;0.03;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-10;1.51;7.94;70.1;-0.35;-3.31;3.33;264.0;-0.04;-0.07;0.08;241.1;0.05;0.04;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-11;1.52;8.59;88.6;-0.12;0.44;0.45;105.0;-0.08;-0.05;0.09;211.7;0.08;0.05;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-12;1.52;7.96;130.8;-1.77;4.36;4.71;112.1;-0.14;-0.01;0.14;182.7;0.05;0.01;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-13;1.47;7.18;149.8;-2.86;1.94;3.46;145.8;-0.09;-0.08;0.12;220.6;0.04;0.02;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-14;1.3;7.51;133.4;-2.1;-2.04;2.93;224.2;-0.07;-0.12;0.13;240.5;0.04;0.01;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-15;1.31;8.57;107.5;-3.47;-1.83;3.93;207.8;-0.06;-0.11;0.13;239.4;0.06;0.01;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-16;1.92;13.0;144.6;-4.48;-2.28;5.03;206.9;-0.06;-0.13;0.14;245.4;0.51;0.05;0.48;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-17;2.28;8.89;84.5;-4.35;-6.67;7.96;236.9;-0.01;-0.2;0.2;267.2;0.14;0.08;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-18;2.22;8.1;60.8;-1.99;-5.93;6.25;251.5;-0.02;-0.16;0.16;261.7;0.08;0.08;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-19;1.5;7.91;75.9;-1.23;0.01;1.23;179.5;-0.09;-0.07;0.11;218.4;0.06;0.05;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-20;1.44;7.77;107.0;-0.99;0.3;1.03;163.3;-0.05;-0.05;0.07;221.6;0.05;0.01;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-21;1.46;8.4;158.5;-1.75;0.34;1.78;168.8;-0.06;-0.08;0.1;233.9;0.1;0.04;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-22;1.32;8.45;149.3;-1.95;-1.49;2.45;217.5;-0.07;-0.11;0.13;238.4;0.05;0.03;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-23;1.28;7.59;112.1;-3.26;-2.98;4.41;222.4;-0.07;-0.15;0.17;244.0;0.04;0.01;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-24;1.4;6.98;85.8;-3.12;-4.28;5.29;233.9;-0.05;-0.15;0.16;251.6;0.04;0.02;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-25;1.43;6.95;68.2;-1.71;-5.47;5.73;252.6;-0.02;-0.15;0.15;262.0;0.03;0.02;0.04;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-26;1.54;8.1;70.3;0.59;-1.94;2.03;287.0;-0.03;-0.08;0.08;248.5;0.08;0.04;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-27;1.78;9.15;106.3;-1.21;-0.31;1.25;194.4;-0.02;-0.05;0.06;252.6;0.11;0.03;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-28;1.97;10.39;142.2;-3.06;0.08;3.06;178.5;-0.04;-0.06;0.07;232.5;0.27;0.07;0.23;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-29;1.74;9.55;126.7;-5.26;-1.25;5.4;193.3;-0.08;-0.15;0.17;242.7;0.14;0.02;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-30;1.58;8.25;116.2;-6.02;-1.41;6.18;193.2;-0.12;-0.19;0.22;237.5;0.06;0.01;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-01-31;1.39;6.89;103.3;-6.36;-0.9;6.43;188.1;-0.15;-0.19;0.24;233.0;0.04;0.01;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-01;1.22;6.24;99.2;-5.28;-1.38;5.46;194.7;-0.14;-0.2;0.24;234.0;0.02;0.0;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-02;1.33;6.27;86.1;-4.77;-4.1;6.29;220.7;-0.11;-0.2;0.23;241.7;0.02;0.01;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-03;1.63;7.0;71.7;-3.52;-5.27;6.33;236.2;-0.07;-0.17;0.19;248.5;0.06;0.03;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-04;1.59;7.47;71.4;-3.04;-3.7;4.79;230.5;-0.06;-0.14;0.15;248.4;0.05;0.04;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-05;1.54;7.62;74.2;-3.16;-3.77;4.92;230.1;-0.05;-0.14;0.15;250.7;0.05;0.04;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-06;1.43;7.43;75.5;-2.67;-2.89;3.93;227.3;-0.06;-0.13;0.14;244.9;0.04;0.03;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-07;1.55;7.62;102.6;-0.18;2.58;2.58;94.0;-0.08;-0.02;0.08;191.2;0.07;0.02;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-08;2.0;10.93;185.8;-1.81;4.14;4.52;113.7;-0.05;0.02;0.05;160.6;0.31;0.14;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-09;2.08;11.7;179.5;-3.92;1.9;4.36;154.1;-0.08;-0.07;0.11;221.8;0.44;0.11;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-10;1.91;11.47;158.8;-4.82;-0.05;4.82;180.6;-0.12;-0.14;0.18;228.0;0.39;0.07;0.32;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-11;1.87;10.44;138.5;-5.01;-2.14;5.45;203.2;-0.13;-0.17;0.21;232.2;0.31;0.05;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-12;2.06;8.77;93.8;-6.35;-4.6;7.84;215.9;-0.11;-0.23;0.26;243.4;0.16;0.06;0.33;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-13;2.23;7.64;74.9;-7.07;-5.15;8.75;216.1;-0.11;-0.24;0.26;245.1;0.09;0.06;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-14;2.27;7.58;71.4;-7.58;-4.94;9.05;213.1;-0.14;-0.25;0.29;241.8;0.09;0.07;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-15;1.95;7.98;77.6;-5.98;-3.78;7.08;212.3;-0.15;-0.22;0.26;236.1;0.09;0.06;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-16;1.53;8.68;82.4;-4.15;-3.13;5.2;217.0;-0.13;-0.18;0.22;233.0;0.08;0.07;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-17;1.36;8.6;81.1;-4.08;-3.53;5.4;220.9;-0.11;-0.16;0.2;235.0;0.07;0.04;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-18;1.36;7.32;78.5;-4.27;-3.46;5.5;219.0;-0.1;-0.15;0.18;236.3;0.07;0.03;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-19;1.25;6.31;74.7;-3.97;-3.25;5.13;219.3;-0.1;-0.15;0.18;237.3;0.04;0.01;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-20;1.17;6.23;77.1;-4.9;-2.06;5.31;202.8;-0.11;-0.14;0.18;232.5;0.04;0.01;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-21;1.15;9.12;104.0;-5.02;-2.02;5.41;201.9;-0.11;-0.14;0.18;232.8;0.07;0.02;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-22;1.3;8.42;96.0;-4.88;-3.37;5.93;214.7;-0.11;-0.17;0.2;236.5;0.06;0.03;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-23;1.35;6.22;66.6;-3.49;-4.79;5.93;233.9;-0.09;-0.17;0.19;241.0;0.03;0.01;0.04;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-24;1.33;6.94;71.9;-0.41;-2.37;2.4;260.3;-0.07;-0.1;0.12;234.0;0.05;0.02;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-25;1.26;8.5;93.9;-0.4;-1.35;1.41;253.6;-0.07;-0.05;0.09;218.5;0.05;0.03;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-26;1.08;9.74;116.0;-1.1;-0.72;1.32;213.3;-0.08;-0.07;0.11;224.3;0.12;0.01;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-27;1.26;10.71;141.9;-0.64;-0.64;0.91;225.3;-0.07;-0.07;0.1;226.6;0.21;0.03;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-02-28;1.31;10.33;144.4;-0.35;-1.55;1.59;257.1;-0.07;-0.08;0.1;230.0;0.16;0.04;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-01;1.33;8.97;110.2;-0.68;-4.01;4.06;260.4;-0.04;-0.12;0.12;253.1;0.09;0.02;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
