Data;Onda_Hs_m;Onda_Tp_s;Onda_Dir_graus;Vento_U_m_s;Vento_V_m_s;Vento_Vel_10m_m_s;Vento_Dir_graus;Corr_U_m_s;Corr_V_m_s;Corr_Vel_m_s;Corr_Dir_graus;Heave_Max_m;Pitch_Max_graus;Roll_Max_graus;Status_ULS;Motivo_ULS;Status_SLS_Geral;Motivo_SLS;SLS_Guindaste;SLS_Helicoptero;SLS_Barco_Apoio;SLS_ROV;SLS_Offloading;SLS_Planta
2023-08-24;1.49;8.26;79.9;-0.08;-2.88;2.88;268.5;-0.02;-0.06;0.06;247.7;0.06;0.04;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-08-25;1.81;7.73;148.9;-0.99;6.08;6.16;99.2;-0.09;0.01;0.09;176.0;0.09;0.03;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-08-26;2.33;9.61;177.6;-0.58;7.2;7.22;94.6;-0.06;0.02;0.07;158.5;0.23;0.2;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-08-27;2.18;9.52;191.1;0.09;6.05;6.05;89.2;-0.03;0.03;0.05;133.7;0.21;0.15;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-08-28;1.85;12.0;188.2;-2.56;2.92;3.88;131.2;-0.04;-0.0;0.04;180.7;0.48;0.12;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-08-29;2.0;12.57;162.9;-5.59;-0.09;5.59;180.9;-0.07;-0.07;0.1;224.8;0.59;0.09;0.46;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-08-30;2.13;8.97;112.3;-4.22;-1.06;4.35;194.1;-0.07;-0.09;0.11;233.0;0.12;0.02;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-08-31;2.09;9.52;96.6;-1.32;-0.77;1.53;210.1;-0.07;-0.07;0.1;225.4;0.18;0.08;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-01;2.18;10.89;92.5;-2.33;-2.62;3.51;228.3;-0.07;-0.11;0.13;235.1;0.38;0.07;0.35;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-02;2.69;10.63;79.2;-5.95;-5.58;8.16;223.1;-0.07;-0.17;0.19;248.6;0.39;0.13;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-09-03;2.49;10.01;74.4;-3.95;-5.87;7.08;236.0;-0.09;-0.16;0.18;241.1;0.26;0.14;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-04;2.37;9.19;71.6;-4.88;-6.27;7.95;232.1;-0.05;-0.16;0.17;252.1;0.18;0.13;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-05;2.39;8.92;88.2;0.71;-1.05;1.27;304.0;-0.03;0.01;0.03;168.7;0.16;0.08;0.32;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-06;2.27;8.91;169.0;-2.77;5.89;6.51;115.2;-0.08;0.0;0.08;176.6;0.19;0.09;0.23;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-07;2.19;9.39;129.2;-7.23;-0.14;7.23;181.1;-0.11;-0.11;0.15;224.8;0.19;0.03;0.37;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-08;2.5;9.28;88.4;-5.61;-4.94;7.48;221.3;-0.11;-0.19;0.22;240.4;0.21;0.1;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-09-09;2.2;9.05;74.1;-1.01;-3.96;4.09;255.7;-0.08;-0.11;0.13;235.4;0.17;0.13;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-10;1.7;9.7;83.1;-0.81;1.51;1.71;118.0;-0.13;-0.06;0.14;204.1;0.17;0.09;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-11;1.61;10.31;101.2;-3.4;-2.66;4.32;218.0;-0.07;-0.14;0.16;245.5;0.19;0.04;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-12;1.98;8.91;75.9;-3.5;-5.72;6.71;238.5;-0.04;-0.15;0.16;253.7;0.12;0.08;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-13;1.84;7.97;66.0;-3.54;-4.76;5.93;233.3;-0.05;-0.13;0.14;250.6;0.07;0.06;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-14;2.4;8.56;113.5;2.27;-0.08;2.27;357.9;0.01;0.05;0.05;80.8;0.15;0.01;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-15;2.88;10.16;193.9;1.58;5.04;5.28;72.6;-0.04;0.02;0.05;150.7;0.38;0.24;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-09-16;2.29;11.05;150.4;-3.55;-4.02;5.36;228.6;-0.07;-0.14;0.16;243.7;0.39;0.09;0.32;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-17;1.99;11.13;97.7;-2.84;-4.85;5.62;239.6;-0.07;-0.15;0.16;245.1;0.4;0.05;0.32;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-18;1.79;10.06;82.2;-3.34;-4.97;5.99;236.1;-0.03;-0.15;0.15;259.6;0.28;0.11;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-19;1.81;10.76;90.8;-2.57;-2.45;3.55;223.7;-0.06;-0.1;0.12;238.8;0.27;0.06;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-20;2.29;14.75;155.5;-2.87;-1.88;3.43;213.3;-0.04;-0.11;0.12;248.9;0.95;0.06;0.97;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-21;2.54;14.05;157.0;-4.76;-3.27;5.77;214.5;-0.05;-0.17;0.18;254.2;1.01;0.07;0.91;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-09-22;2.34;10.22;99.6;-3.23;-4.04;5.17;231.3;-0.04;-0.13;0.13;254.5;0.35;0.07;0.38;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-23;1.63;8.65;86.2;-0.74;0.12;0.75;171.1;-0.08;-0.09;0.12;226.7;0.09;0.04;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-24;1.44;9.09;93.4;-0.01;-2.88;2.88;269.8;0.02;-0.06;0.07;288.0;0.09;0.05;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-25;1.58;10.41;159.1;-1.35;3.87;4.1;109.2;-0.12;-0.03;0.12;195.7;0.23;0.08;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-26;1.76;9.95;148.5;-5.93;-0.66;5.97;186.4;-0.08;-0.16;0.18;244.3;0.21;0.08;0.32;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-27;2.18;9.81;122.9;-2.61;-1.88;3.22;215.7;-0.0;-0.07;0.07;266.4;0.24;0.01;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-09-28;3.38;9.86;189.1;1.89;8.17;8.38;77.0;-0.11;0.06;0.13;150.8;0.35;0.25;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2023-09-29;2.94;10.71;147.9;-6.62;0.66;6.65;174.3;-0.08;-0.11;0.14;232.0;0.51;0.09;0.39;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-09-30;2.47;10.43;112.8;-7.09;-3.32;7.83;205.1;-0.12;-0.2;0.23;238.9;0.35;0.03;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-01;2.52;8.34;95.6;-2.31;-2.97;3.77;232.1;-0.02;-0.09;0.1;254.9;0.1;0.04;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-10-02;2.64;9.47;144.5;3.68;4.31;5.67;49.5;-0.04;0.05;0.06;129.1;0.2;0.08;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-10-03;2.56;10.86;141.1;2.26;1.61;2.77;35.4;-0.04;-0.0;0.04;182.8;0.4;0.07;0.48;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2023-10-04;2.42;11.29;122.1;-3.03;-2.3;3.81;217.2;-0.09;-0.15;0.17;238.9;0.54;0.01;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-05;2.24;10.88;105.8;-0.56;-0.9;1.06;238.2;-0.07;-0.06;0.09;221.3;0.47;0.05;0.4;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-06;2.01;9.89;105.0;-3.28;0.88;3.39;165.0;-0.09;-0.08;0.12;220.1;0.22;0.05;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-07;1.92;9.6;114.9;-3.64;-0.67;3.7;190.3;-0.05;-0.11;0.13;244.7;0.16;0.02;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-08;1.67;9.04;95.3;-1.79;0.55;1.87;162.9;-0.1;-0.06;0.11;212.6;0.11;0.05;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-09;1.87;8.87;107.4;0.99;1.27;1.61;52.2;-0.02;0.02;0.03;136.3;0.12;0.02;0.23;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-10;2.03;9.17;134.5;-2.26;4.05;4.64;119.2;-0.11;-0.07;0.13;210.8;0.13;0.05;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-11;1.74;8.97;105.6;-5.08;-3.43;6.13;214.0;-0.09;-0.18;0.2;243.1;0.13;0.03;0.23;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-12;1.66;7.71;86.6;-1.76;-0.9;1.98;207.1;-0.06;-0.06;0.09;221.7;0.06;0.03;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-13;2.29;8.36;149.0;-1.66;6.9;7.1;103.5;-0.1;0.04;0.1;158.3;0.11;0.05;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-14;1.97;9.05;161.9;-4.09;4.95;6.42;129.6;-0.08;-0.01;0.08;187.8;0.11;0.1;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-15;1.83;10.0;148.1;-6.5;-0.39;6.51;183.4;-0.09;-0.09;0.13;226.9;0.21;0.09;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-16;1.9;9.26;123.9;-6.35;-2.66;6.89;202.7;-0.09;-0.14;0.17;237.3;0.14;0.01;0.45;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-17;1.99;7.84;102.9;-1.15;-2.96;3.18;248.7;-0.02;-0.07;0.07;250.7;0.09;0.02;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-18;1.65;8.33;145.5;1.44;5.13;5.33;74.3;-0.11;0.04;0.12;158.1;0.1;0.04;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-19;1.91;9.43;177.1;-2.1;4.77;5.21;113.7;-0.06;0.03;0.07;156.9;0.2;0.14;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-20;2.34;12.59;173.2;-3.32;1.78;3.77;151.8;-0.08;-0.04;0.09;205.3;0.66;0.1;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-21;1.98;11.26;165.0;-3.68;1.0;3.82;164.8;-0.11;-0.07;0.13;211.7;0.36;0.13;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-22;1.52;9.92;151.2;-4.52;-0.94;4.61;191.7;-0.11;-0.12;0.16;227.3;0.15;0.07;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-23;1.45;9.3;111.4;-4.48;-3.59;5.74;218.7;-0.09;-0.15;0.17;238.5;0.1;0.02;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-24;1.37;8.75;96.1;-3.26;-3.48;4.77;226.8;-0.05;-0.12;0.13;248.8;0.08;0.03;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-25;1.29;7.45;135.0;2.6;3.21;4.13;51.0;-0.08;0.07;0.1;138.1;0.04;0.01;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-26;1.39;7.9;186.6;0.06;2.84;2.85;88.7;-0.05;0.03;0.06;146.2;0.07;0.04;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-27;1.48;8.91;176.4;-3.9;1.09;4.05;164.4;-0.08;-0.05;0.1;213.9;0.11;0.08;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-28;2.15;7.81;95.8;-7.1;-4.74;8.54;213.7;-0.09;-0.19;0.21;245.3;0.07;0.03;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-29;2.25;7.88;68.4;-2.36;-6.54;6.95;250.1;-0.02;-0.13;0.13;259.1;0.11;0.07;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-30;1.49;8.42;73.3;-0.4;-1.18;1.25;251.2;-0.1;-0.06;0.12;210.1;0.08;0.05;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-10-31;1.24;8.28;88.8;-1.91;0.37;1.95;169.1;-0.07;-0.05;0.09;218.2;0.05;0.03;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-01;1.36;7.9;123.8;0.12;4.8;4.8;88.5;-0.12;0.03;0.12;163.8;0.05;0.0;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-02;1.7;7.51;154.0;-3.78;3.61;5.23;136.3;-0.11;-0.06;0.13;207.0;0.05;0.03;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-03;2.02;8.08;123.4;-6.44;-3.39;7.28;207.8;-0.08;-0.18;0.2;246.2;0.07;0.0;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-04;2.26;8.3;154.9;4.98;0.79;5.04;9.0;-0.06;0.04;0.07;145.1;0.11;0.06;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-05;4.11;12.71;205.1;5.2;5.92;7.88;48.7;-0.0;0.12;0.12;90.1;1.22;0.2;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2023-11-06;3.14;12.3;188.0;0.16;4.21;4.21;87.9;-0.01;0.04;0.04;108.3;0.71;0.19;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2023-11-07;2.3;11.53;167.3;-3.71;0.15;3.71;177.6;-0.1;-0.11;0.15;227.5;0.46;0.1;0.34;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-08;2.07;10.81;118.9;-4.69;-4.87;6.76;226.1;-0.09;-0.19;0.21;244.2;0.32;0.0;0.33;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-09;1.74;9.3;83.8;-2.18;-3.86;4.43;240.6;-0.06;-0.12;0.14;243.1;0.14;0.08;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-10;1.25;7.73;93.7;-2.16;2.65;3.42;129.2;-0.13;-0.03;0.14;194.6;0.05;0.02;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-11;1.9;13.98;155.7;-4.82;-2.57;5.47;208.0;-0.06;-0.15;0.16;246.4;0.61;0.05;0.66;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-12;2.12;13.09;170.5;-0.39;-1.1;1.16;250.7;-0.09;-0.06;0.11;212.7;0.85;0.09;0.56;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-13;1.53;11.46;154.6;-2.39;0.23;2.4;174.4;-0.11;-0.13;0.17;229.1;0.26;0.05;0.38;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-14;1.29;10.34;144.2;-1.51;0.38;1.56;165.9;-0.1;-0.06;0.11;209.5;0.17;0.04;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-15;1.45;11.66;156.6;-1.48;0.39;1.53;165.1;-0.08;-0.12;0.14;235.9;0.33;0.07;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-16;1.49;10.36;120.7;-1.17;-3.18;3.39;249.8;-0.0;-0.09;0.09;268.0;0.18;0.0;0.23;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-17;1.23;7.98;81.5;-2.48;-0.58;2.55;193.1;-0.1;-0.11;0.15;227.1;0.06;0.04;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-18;1.31;7.24;73.0;-4.0;-3.2;5.12;218.7;-0.01;-0.16;0.16;267.1;0.05;0.02;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-19;1.31;7.6;91.9;0.5;2.87;2.91;80.2;-0.15;-0.01;0.15;183.9;0.06;0.02;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-20;1.29;7.82;136.5;-3.19;3.3;4.59;134.0;-0.12;-0.07;0.14;210.8;0.04;0.01;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-21;1.34;8.69;150.2;-4.23;-2.6;4.96;211.6;-0.04;-0.14;0.14;254.2;0.07;0.04;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-22;1.45;7.71;87.7;-3.97;-4.57;6.05;229.0;-0.01;-0.17;0.17;266.7;0.04;0.03;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-23;1.34;6.92;94.1;1.09;-0.42;1.17;339.0;-0.02;-0.0;0.02;191.4;0.04;0.01;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-24;1.71;7.41;173.8;0.3;6.93;6.94;87.6;-0.13;0.01;0.13;176.6;0.05;0.04;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-25;1.66;9.06;181.3;-0.94;3.09;3.23;107.0;-0.08;-0.04;0.09;203.2;0.13;0.11;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-26;1.86;10.69;179.9;-4.37;-0.52;4.4;186.8;-0.08;-0.09;0.12;229.4;0.33;0.12;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2023-11-27;1.8;9.5;139.2;-6.42;-2.32;6.82;199.8;-0.1;-0.17;0.2;239.5;0.16;0.05;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
